OBJECTID,NAME,FCLASS2014,TOTALANES,length_feet,max_grade_pct,avg_grade_pct,elevation_change_ft,score_emergency,score_graduation_route,score_graduation_parking,score_road_class,score_steepness
730,W CLINTON ST,Minor Arterial,2,262.15648179802133,1.09,0.82,2.1,0.0,0.6,0.0,0.7,0.2
731,W CLINTON ST,Minor Arterial,2,265.23171956581746,1.95,0.98,2.6,0.0,0.6,0.0,0.7,0.2
732,N CAYUGA ST,Minor Arterial,2,463.50247926633887,2.9,0.7,3.2,0.0,0.6,0.0,0.7,0.2
733,N CAYUGA ST,Minor Arterial,2,418.6918953878888,1.15,0.48,2.0,0.0,0.6,0.0,0.7,0.2
734,N CAYUGA ST,Minor Arterial,2,416.0908037184187,1.2,0.48,2.0,0.0,0.6,0.0,0.7,0.2
735,N CAYUGA ST,Minor Arterial,2,420.47876353226684,0.2,0.08,0.3,0.0,0.6,0.0,0.7,0.2
736,N TIOGA ST,Collector,2,467.31068750159596,1.31,0.75,3.5,0.0,0.6,0.0,0.5,0.2
737,N CAYUGA ST,Minor Arterial,2,732.052273410859,1.97,0.6,4.4,0.0,0.6,0.0,0.7,0.2
738,N CAYUGA ST,Minor Arterial,2,325.6549611885521,4.83,0.61,2.0,0.0,0.6,0.0,0.7,0.2
739,E COURT ST,Minor Arterial,2,316.6078901853821,7.0,2.92,9.3,0.0,0.6,1.0,0.7,0.4
740,E COURT ST,Minor Arterial,2,594.6592371520082,3.62,0.5,3.0,0.0,0.6,0.0,0.7,0.2
741,W COURT ST,Minor Arterial,2,466.81908590606974,1.88,0.57,2.7,0.0,0.6,0.0,0.7,0.2
742,W COURT ST,Minor Arterial,2,465.1052992466606,1.27,0.66,3.1,0.0,0.6,0.0,0.7,0.2
743,W COURT ST,Minor Arterial,2,265.0316927394715,1.24,0.75,2.0,0.0,0.6,0.0,0.7,0.2
744,W COURT ST,Minor Arterial,2,464.12739527581834,0.2,0.13,0.6,0.0,0.6,0.0,0.7,0.2
745,STEWART AVE,Collector,2,486.8651113104297,12.29,7.21,35.1,0.0,1.0,1.0,0.5,0.6
746,STEWART AVE,Collector,2,316.55195284993215,20.74,0.47,1.5,0.0,1.0,1.0,0.5,1.0
747,STEWART AVE,Collector,2,253.6618829363512,21.89,4.97,12.6,0.0,1.0,1.0,0.5,1.0
748,STEWART AVE,Collector,2,509.4482821230889,13.66,6.24,31.8,0.0,0.6,1.0,0.5,0.6
749,HUDSON ST,Collector,2,336.9587291825038,9.91,8.24,27.8,0.0,0.6,0.0,0.5,0.4
750,HUDSON ST,Collector,2,323.91204440044487,9.54,6.38,20.7,0.0,0.6,0.0,0.5,0.4
751,ELMWOOD AVE,Local Road,2,484.89186866932084,9.67,2.4,11.7,0.0,1.0,1.0,0.25,0.4
752,MILLER ST,Local Road,2,307.1561840003876,9.0,5.71,17.5,0.0,1.0,1.0,0.25,0.4
753,PEARL ST,Local Road,2,343.00163617776514,6.17,0.95,3.3,0.0,1.0,1.0,0.25,0.4
754,MITCHELL ST,Collector,2,209.26897085450955,4.58,2.54,5.3,0.0,1.0,1.0,0.5,0.2
755,E STATE ST / M.L.K. JR ST,Minor Arterial,2,566.2079279215893,9.97,2.17,12.3,0.0,0.6,1.0,0.7,0.4
756,EASTWOOD AVE,Local Road,2,367.57467162276834,8.65,4.05,14.9,0.0,0.6,1.0,0.25,0.4
757,CORNELL ST,Collector,2,329.93263771319795,16.52,11.88,39.2,0.0,0.6,1.0,0.5,0.8
758,CORNELL ST,Collector,2,254.70947357677233,18.34,10.05,25.6,0.0,0.6,1.0,0.5,0.8
759,EASTWOOD AVE,Local Road,2,441.6040538832935,5.91,2.59,11.5,0.0,0.6,1.0,0.25,0.4
760,GILES ST,Collector,2,786.3340257508281,13.77,10.3,81.0,0.0,0.6,1.0,0.5,0.6
761,GILES ST,Collector,2,346.05367462336085,14.26,3.48,12.0,0.0,0.6,1.0,0.5,0.6
762,GILES ST,Collector,2,1094.9138987574051,17.19,8.57,93.8,0.0,0.6,1.0,0.5,0.8
763,FERRIS PL,Local Road,2,171.2856094761069,28.27,12.31,21.1,0.0,0.6,1.0,0.25,1.0
764,LINN ST,Local Road,2,420.52737156910155,3.06,1.55,6.5,0.0,0.6,1.0,0.25,0.2
765,LINN ST,Local Road,2,412.97562245402935,3.35,0.61,2.5,0.0,0.6,1.0,0.25,0.2
766,LINN ST,Local Road,2,415.58208561732727,2.74,0.48,2.0,0.0,0.6,1.0,0.25,0.2
767,LINDEN AVE,Local Road,1,611.8318129280118,11.57,4.64,28.4,0.0,1.0,1.0,0.25,0.6
768,LINN ST,Local Road,2,185.8473979005665,5.87,3.76,7.0,0.0,0.6,1.0,0.25,0.4
769,DEY ST,Collector,2,337.0511010762989,0.0,0.0,0.0,0.0,0.6,0.0,0.5,0.2
770,SPENCER RD,Collector,2,1855.3503810691966,9.3,0.48,8.9,0.0,0.6,0.0,0.5,0.4
771,S PLAIN ST,Minor Arterial,2,415.2025368630526,1.6,0.48,2.0,0.0,0.6,0.0,0.7,0.2
772,S PLAIN ST,Minor Arterial,2,359.2686025223066,0.0,0.0,0.0,0.0,0.6,0.0,0.7,0.2
773,S PLAIN ST,Minor Arterial,2,409.63917529869997,0.0,0.0,0.0,0.0,0.6,0.0,0.7,0.2
774,S MEADOW ST,Principal Arterial,3,410.5502086771777,0.0,0.0,0.0,1.0,0.6,0.0,0.85,0.2
775,S MEADOW ST,Principal Arterial,3,810.8315301240024,2.76,0.25,2.0,1.0,0.6,0.0,0.85,0.2
776,S MEADOW ST,Principal Arterial,3,216.75343945700482,4.68,0.39,0.8,1.0,0.6,0.0,0.85,0.2
777,CLIFF PARK RD,Local Road,2,292.80457696522905,12.84,9.53,27.9,0.0,0.0,0.0,0.25,0.6
778,COBB ST,Local Road,2,342.8415904162466,5.47,0.06,0.2,0.0,1.0,1.0,0.25,0.4
779,CORNELL ST,Collector,2,348.683145296499,3.74,2.2,7.7,0.0,1.0,1.0,0.5,0.2
780,CORNELL ST,Collector,2,381.54568110840023,6.27,3.56,13.6,0.0,1.0,1.0,0.5,0.4
781,CORNELL ST,Collector,2,643.493516154298,6.48,2.92,18.8,0.0,1.0,1.0,0.5,0.4
782,RIDGEDALE RD,Local Road,2,314.93492372515595,16.4,11.93,37.6,0.0,1.0,1.0,0.25,0.8
783,E GREEN ST,Minor Arterial,2,418.99674793095704,20.45,0.64,2.7,0.0,0.6,0.0,0.7,1.0
784,E CLINTON ST,Minor Arterial,2,178.08973711088225,5.26,1.47,2.6,0.0,0.6,0.0,0.7,0.4
785,E CLINTON ST,Minor Arterial,2,121.0243796514736,58.6,2.77,3.4,0.0,0.6,0.0,0.7,1.0
786,STEWART AVE,Collector,2,529.3807926491326,10.59,3.16,16.7,0.0,1.0,1.0,0.5,0.6
787,OSMUN PL,Local Road,2,193.69614317576512,20.47,14.07,27.3,0.0,1.0,1.0,0.25,1.0
788,CENTER ST,Local Road,2,263.8044229875004,2.26,0.77,2.0,0.0,0.6,0.0,0.25,0.2
789,FAIR ST,Local Road,2,172.42667633443043,3.6,0.85,1.5,0.0,0.6,0.0,0.25,0.2
790,STEWART AVE,Collector,2,339.32532473579727,347.53,3.98,13.5,0.0,1.0,1.0,0.5,1.0
791,ELM ST,Local Road,2,109.9907449257166,23.9,8.11,8.9,0.0,0.6,0.0,0.25,1.0
792,SECOND ST,Local Road,2,226.72185842388254,1.06,0.7,1.6,0.0,0.6,0.0,0.25,0.2
793,CLIFF ST,Minor Arterial,2,344.951263038614,15.08,4.49,15.5,0.0,0.6,0.0,0.7,0.8
794,CHESTNUT ST,Local Road,2,162.00696073742114,9.14,0.58,0.9,0.0,0.6,0.0,0.25,0.4
795,KLINE RD,Local Road,2,1163.281805806196,21.45,15.21,176.9,0.0,0.6,1.0,0.25,1.0
796,FRANKLIN ST,Local Road,2,283.410735445635,0.0,0.0,0.0,0.0,0.6,0.0,0.25,0.2
797,S CAYUGA ST,Collector,2,136.29116219560632,14.95,5.83,7.9,0.0,0.6,0.0,0.5,0.6
798,S CAYUGA ST,Local Road,2,398.5673425538778,22.47,16.98,67.7,0.0,0.6,0.0,0.25,1.0
799,W STATE ST/ M. L. K. JR ST,Minor Arterial,3,340.01633486417506,2.7,0.59,2.0,0.0,0.6,0.0,0.7,0.2
800,S AURORA ST,Minor Arterial,2,1376.671629859631,11.39,7.3,100.5,0.0,0.6,0.0,0.7,0.6
801,S AURORA ST,Minor Arterial,2,199.21702530115166,12.06,7.85,15.6,0.0,0.6,0.0,0.7,0.6
802,CAMPUS RD,NA,2,317.9676649658253,12.0,8.77,27.9,0.0,1.0,1.0,0.25,0.6
803,W SENECA ST,Minor Arterial,2,240.99065030890915,2.84,0.49,1.2,0.0,0.6,0.0,0.7,0.2
804,SOUTHWEST PARK RD,Local Road,2,1180.9037343423888,4.03,0.33,3.9,0.0,0.6,0.0,0.25,0.2
805,TURTLE LA,NA,0,1692.1506375506845,1.7,0.15,2.6,0.0,0.6,0.0,0.25,0.2
806,ELMIRA RD,Principal Arterial,4,893.256243780265,0.0,0.0,0.0,1.0,0.6,0.0,0.85,0.2
807,DRYDEN RD EB LANE,Minor Arterial,1,287.6031586092128,7.68,0.02,0.1,0.0,1.0,1.0,0.7,0.4
808,N CAYUGA ST,Minor Arterial,2,499.46676299047226,5.1,0.2,1.0,0.0,0.6,0.0,0.7,0.4
809,W STATE ST/ M. L. K. JR ST BRIDGE,Minor Arterial,4,245.17618429983327,40.04,3.15,7.7,0.0,0.6,0.0,0.7,1.0
810,W STATE ST/ M. L. K. JR ST,Minor Arterial,4,145.1341678898697,6.65,0.62,0.9,0.0,0.6,0.0,0.7,0.4
811,STEWART AVE,Collector,2,159.5913540999557,233.8,5.62,9.0,0.0,1.0,1.0,0.5,1.0
812,CAMPUS RD NB LANE,NA,2,125.64950164495006,10.09,7.54,9.5,0.0,1.0,1.0,0.25,0.6
813,LINN ST,Local Road,2,73.5407492652557,3.78,2.15,1.6,0.0,0.6,1.0,0.25,0.2
814,N AURORA ST,Local Road,2,54.27590369217431,1.22,0.79,0.4,0.0,0.6,1.0,0.25,0.2
815,S AURORA ST EB LANE,Local Road,1,137.90118754825778,3.84,0.84,1.2,0.0,0.6,0.0,0.25,0.2
816,S AURORA ST WB LANE,Local Road,1,138.2851887231384,24.27,6.04,8.4,0.0,0.6,0.0,0.25,1.0
817,TAUGHANNOCK BLVD,Collector,2,526.6707677047159,6.52,1.36,7.2,0.0,0.6,0.0,0.5,0.4
818,COTTAGE PL,Local Road,2,249.40218538487602,14.78,8.92,22.2,0.0,0.6,1.0,0.25,0.6
819,OAK AVE EB LANE,NA,1,19.133385060207686,3.51,3.16,0.6,0.0,1.0,1.0,0.25,0.2
820,SOUTHWEST PARK RD,Local Road,2,386.81095315563186,1.42,0.4,1.6,0.0,0.6,0.0,0.25,0.2
821,UNIVERSITY AVE EB LANE,Minor Arterial,1,87.88513581909822,12.48,9.31,8.2,0.0,1.0,1.0,0.7,0.6
822,N MEADOW ST SB,Principal Arterial,2,110.29622624841573,1.5,0.08,0.1,1.0,0.6,0.0,0.85,0.2
823,N MEADOW ST NB,Principal Arterial,2,117.09109603391437,4.27,0.31,0.4,1.0,0.6,0.0,0.85,0.2
824,NYS RTE 13 N,Principal Arterial,2,155.09623703151533,47.35,2.8,4.3,1.0,0.6,0.0,0.85,1.0
825,NYS RTE 13 S,Principal Arterial,2,150.37700208627868,28.34,3.47,5.2,1.0,0.6,0.0,0.85,1.0
826,ORCHARD PL,,2,208.13528748896175,11.97,8.49,17.7,0.0,1.0,1.0,0.25,0.6
827,ELSTON PL,,2,261.7845937785911,16.28,7.03,18.4,0.0,0.6,1.0,0.25,0.8
828,DEWITT PL,,2,369.24415665827064,15.79,5.08,18.8,0.0,0.6,1.0,0.25,0.8
829,WILLETS PL,,2,303.644391174126,5.15,0.63,1.9,0.0,0.6,1.0,0.25,0.4
830,FOUNTAIN PL,,0,320.45178972461554,7.09,2.49,8.0,0.0,0.6,1.0,0.25,0.4
831,SPRING LN,,0,191.0481187674612,17.58,6.08,11.6,0.0,0.6,1.0,0.25,0.8
832,GLEN PL,,1,331.99890481457567,13.35,3.58,11.9,0.0,0.6,1.0,0.25,0.6
833,EDGEWOOD PL,,0,208.5463673112797,9.76,3.74,7.8,0.0,1.0,1.0,0.25,0.4
834,EDGECLIFF PL,,0,118.84509661156378,6.47,0.78,0.9,0.0,1.0,1.0,0.25,0.4
835,EDGECLIFF PL,,2,216.3344065807508,28.22,14.75,31.9,0.0,1.0,1.0,0.25,1.0
836,EDGECLIFF PL,,2,220.17641388894606,24.9,7.1,15.6,0.0,1.0,1.0,0.25,1.0
837,WESTBOURNE LN,,2,462.69850450492555,22.54,3.59,16.6,0.0,1.0,1.0,0.25,1.0
838,LODGE WAY,,2,424.20114349498834,7.15,2.53,10.7,0.0,1.0,1.0,0.25,0.4
839,GOTHICS WAY,,0,1103.0439662710005,7.49,2.21,24.4,0.0,1.0,1.0,0.25,0.4
840,WOODLAND PL,,1,217.6830156645329,13.79,0.94,2.1,0.0,0.6,0.0,0.25,0.6
841,CHESTNUT HILL APT DRIVEWAY,,0,1290.743080529232,17.68,6.32,81.6,0.0,0.6,0.0,0.25,0.8
842,JAKE ST,,1,1308.1615032526195,1.38,0.03,0.4,0.0,0.6,0.0,0.25,0.2
843,JAKE ST,,1,1018.9605016007201,0.76,0.05,0.5,0.0,0.6,0.0,0.25,0.2
844,REUBEN ST,,1,1089.7399314961697,1.78,0.0,0.0,0.0,0.6,0.0,0.25,0.2
845,REUBEN ST,,1,1012.4415194889141,0.77,0.0,0.0,0.0,0.6,0.0,0.25,0.2
846,GUSSIE ST,,1,1389.4699463724232,1.4,0.0,0.0,0.0,0.6,0.0,0.25,0.2
847,GUSSIE ST,,1,531.0860832890119,2.39,0.0,0.0,0.0,0.6,0.0,0.25,0.2
848,MARY ST,,1,2342.4620901278736,1.23,0.0,0.0,0.0,0.6,0.0,0.25,0.2
849,MARY ST,,2,200.1740294176288,1.75,0.52,1.0,0.0,0.6,0.0,0.25,0.2
850,MARY ST,,1,292.2776762887614,1.48,0.26,0.8,0.0,0.6,0.0,0.25,0.2
851,MARY ST,,1,269.97787017414237,1.56,0.28,0.8,0.0,0.6,0.0,0.25,0.2
852,CHARLES ST,,0,443.24190957447115,15.18,2.61,11.6,0.0,0.6,1.0,0.25,0.8
853,JAMES ST,,2,399.999227260629,8.03,3.2,12.8,0.0,0.6,1.0,0.25,0.4
854,DRYDEN CT,,0,152.59424331701427,6.39,3.89,5.9,0.0,1.0,1.0,0.25,0.4
855,FAIRVIEW SQ,,0,443.4248368618877,7.5,1.23,5.5,0.0,1.0,1.0,0.25,0.4
856,RISLEY DR,,0,360.0795820545738,5.96,0.41,1.5,0.0,1.0,1.0,0.25,0.4
857,WEGMANS DRIVEWAY,,0,478.8971443744956,3.24,0.0,0.0,0.0,0.6,0.0,0.25,0.2
858,WEGMANS DRIVEWAY,,0,960.0632225315271,0.0,0.0,0.0,0.0,0.6,0.0,0.25,0.2
859,WEGMANS DRIVEWAY,,0,311.90164013106937,0.0,0.0,0.0,0.0,0.6,0.0,0.25,0.2
860,SUMMIT AVE,,2,129.50685000988827,19.05,6.0,7.8,0.0,1.0,1.0,0.25,0.8
861,KLINE RD SB LANE,Local Road,2,96.70257684761836,19.15,13.2,12.8,0.0,0.6,1.0,0.25,0.8
862,HALLER BLVD,Local Road,2,656.7765692205506,9.63,4.52,29.7,0.0,0.0,0.0,0.25,0.4
863,KLINE RD NB LANE,Local Road,1,92.42224865322244,27.9,15.1,14.0,0.0,0.6,1.0,0.25,1.0
864,STEWART PARK RD,NA,1,388.922217183627,1.25,0.34,1.3,0.0,0.6,0.0,0.25,0.2
865,CAMPUS RD SB LANE,NA,2,143.14894940008298,9.31,7.48,10.7,0.0,1.0,1.0,0.25,0.4
866,GARDEN AVE,NA,0,618.7719971137735,9.84,1.67,10.4,0.0,1.0,1.0,0.25,0.4
867,Elm Dr CITY CEMETARY,NA,0,1152.4858827938574,17.09,2.08,24.0,0.0,1.0,1.0,0.25,0.8
868,Oak Dr -CITY CEMETARY,NA,0,476.6756886377343,16.26,9.71,46.3,0.0,1.0,1.0,0.25,0.8
