OBJECTID,NAME,FCLASS2014,TOTALANES,length_feet,max_grade_pct,avg_grade_pct,elevation_change_ft,score_emergency,score_graduation_route,score_graduation_parking,score_road_class,score_steepness
495,ALICE MILLER WAY,Local Road,1,404.8112270951197,0.0,0.0,0.0,0.0,0.6,0.0,0.25,0.2
496,ADAMS ST,Local Road,2,143.68448792090598,0.0,0.0,0.0,0.0,0.6,0.0,0.25,0.2
497,ADAMS ST,Local Road,2,328.1096848745832,0.0,0.0,0.0,0.0,0.6,0.0,0.25,0.2
498,PIER RD end,NA,2,44.99416697505575,0.21,0.21,0.1,0.0,0.6,0.0,0.25,0.2
499,E CLINTON ST,Minor Arterial,2,266.3855934130455,26.43,9.76,26.0,0.0,0.6,0.0,0.7,1.0
500,ELMWOOD AVE,Local Road,2,333.1216511915712,9.24,0.74,2.5,0.0,1.0,1.0,0.25,0.4
501,ONEIDA PL,Local Road,2,205.08904740203772,10.81,1.33,2.7,0.0,1.0,1.0,0.25,0.6
502,BALCH DR,NA,0,478.453054606205,100.19,0.0,0.0,0.0,1.0,1.0,0.25,1.0
503,ELMWOOD AVE,Local Road,2,575.6866575669621,10.46,3.57,20.5,0.0,1.0,1.0,0.25,0.6
504,BRIDGE ST,Local Road,2,466.1485148906204,19.45,14.0,65.3,0.0,0.6,1.0,0.25,0.8
505,WEST AVE,NA,1,250.02409432396314,9.36,4.02,10.0,0.0,1.0,1.0,0.25,0.4
506,WAIT AVE,Local Road,2,494.6846819621472,5.3,3.63,18.0,0.0,1.0,1.0,0.25,0.4
507,THIRD ST,Local Road,2,1217.818686845748,1.67,0.04,0.5,0.0,0.6,0.0,0.25,0.2
508,CASCADILLA ST,Local Road,2,361.08820751577775,1.18,0.25,0.9,0.0,0.6,0.0,0.25,0.2
509,N MEADOW ST,Principal Arterial,4,1016.666254928733,0.0,0.0,0.0,1.0,0.6,0.0,0.85,0.2
510,N MEADOW ST SB,Principal Arterial,2,815.2141547525849,2.63,0.49,4.0,1.0,0.6,0.0,0.85,0.2
511,N MEADOW ST NB,Principal Arterial,2,805.0985791146812,3.37,0.48,3.9,1.0,0.6,0.0,0.85,0.2
512,NYS RTE 13 SB,Principal Arterial,2,1301.8698926993309,8.36,0.16,2.0,1.0,0.6,0.0,0.85,0.4
513,NYS RTE 13 NB,Principal Arterial,2,1306.7119653346099,8.24,0.15,1.9,1.0,0.6,0.0,0.85,0.4
514,NYS RTE 13 NB,Principal Arterial,2,2210.989182069741,1.95,0.35,7.7,1.0,0.6,0.0,0.85,0.2
515,NYS RTE 13 SB,Principal Arterial,2,2364.811243882802,1.82,0.23,5.5,1.0,0.6,0.0,0.85,0.2
516,PARK RD,Local Road,2,903.2216284544124,7.46,1.33,12.1,0.0,0.6,0.0,0.25,0.4
517,TAUGHANNOCK BLVD,Collector,2,1336.1685281501123,2.13,0.01,0.1,0.0,0.6,0.0,0.5,0.2
518,COVE LA,NA,0,786.7325058123726,1.43,0.13,1.0,0.0,0.6,0.0,0.25,0.2
519,SUNRISE RD,Local Road,2,361.2174933648737,15.33,7.66,27.7,0.0,0.6,0.0,0.25,0.8
520,TAUGHANNOCK BLVD,Collector,2,334.61928736681153,1.17,0.18,0.6,0.0,0.6,0.0,0.5,0.2
521,W VILLAGE PL,Local Road,2,949.784039811276,9.64,2.63,25.0,0.0,0.6,0.0,0.25,0.4
522,S CAYUGA ST,Local Road,2,503.69708225730164,19.99,13.26,66.8,0.0,0.6,0.0,0.25,0.8
523,CAMPUS RD,NA,2,481.55551458269986,13.83,7.0,33.7,0.0,1.0,1.0,0.25,0.6
524,CLIFF PARK CIR,Local Road,2,180.48289202561395,14.55,8.03,14.5,0.0,0.6,0.0,0.25,0.6
525,W BUFFALO ST,Minor Arterial,2,126.56355526751685,7.16,1.63,2.1,0.0,0.6,0.0,0.7,0.4
526,HAWTHORNE CIR,Local Road,2,178.5447880229661,13.03,5.73,10.2,0.0,0.6,0.0,0.25,0.6
527,FALL CREEK DR,Local Road,2,443.1952026212627,23.42,11.69,51.8,0.0,1.0,1.0,0.25,1.0
528,JESSUP RD,NA,2,176.21477171950195,3.1,1.44,2.5,0.0,1.0,1.0,0.25,0.2
529,LLENROC CT,Local Road,2,440.0092301224875,8.21,3.03,13.3,0.0,1.0,1.0,0.25,0.4
530,PENNSYLVANIA AVE,Local Road,2,208.62476500279053,9.25,5.5,11.5,0.0,0.6,0.0,0.25,0.4
531,STATLER HOTEL DRIVEWAY,NA,0,312.9670189764422,9.64,0.0,0.0,0.0,1.0,1.0,0.25,0.4
532,STATLER DR,NA,0,443.95139153200716,6.93,0.52,2.3,0.0,1.0,1.0,0.25,0.4
533,STEWART PARK RD,NA,2,1257.0945049251154,0.84,0.09,1.2,0.0,0.6,0.0,0.25,0.2
534,STEWART PARK RD,NA,1,1953.107621495629,0.8,0.07,1.3,0.0,0.6,0.0,0.25,0.2
535,STEWART PARK TURNAROUND,NA,1,448.77771017555534,2.46,0.0,0.0,0.0,0.6,0.0,0.25,0.2
536,STEWART PARK RD,NA,2,1321.1518669226245,1.46,0.11,1.5,0.0,0.6,0.0,0.25,0.2
537,GARDNER PKWY,NA,1,208.99436832843864,1.92,0.73,1.5,0.0,0.6,0.0,0.25,0.2
538,GARDNER PKWY,NA,1,205.4912232753192,1.94,0.9,1.8,0.0,0.6,0.0,0.25,0.2
539,STEWART PARK RD,NA,2,56.23332752147443,1.11,0.06,0.0,0.0,0.6,0.0,0.25,0.2
540,TAUGHANNOCK BLVD,Collector,2,183.48400688677384,5.15,0.91,1.7,0.0,0.6,0.0,0.5,0.4
541,FAIRMOUNT AVE,Local Road,2,318.88402185967857,11.79,5.64,18.0,0.0,1.0,1.0,0.25,0.6
542,E GREEN ST,Minor Arterial,2,429.2998962673369,15.3,1.57,6.7,0.0,0.6,1.0,0.7,0.8
543,E STATE ST / M.L.K. JR ST,Minor Arterial,2,95.71497635023863,4.02,2.54,2.4,0.0,0.6,1.0,0.7,0.2
544,S CAYUGA ST,Collector,2,159.14814872086794,53.98,6.61,10.5,0.0,0.6,0.0,0.5,1.0
545,SPENCER RD,Local Road,2,4174.5162357157305,5.2,0.0,0.1,0.0,0.6,0.0,0.25,0.4
546,TAUGHANNOCK BLVD,Collector,2,1177.5161011346029,1.45,0.08,1.0,0.0,0.6,0.0,0.5,0.2
547,CASS PARK,NA,2,592.5454116669059,5.21,0.43,2.6,0.0,0.6,0.0,0.25,0.4
548,TAUGHANNOCK BLVD,Collector,2,1599.0508564867912,7.65,1.05,16.7,0.0,0.6,0.0,0.5,0.4
549,RUNWAY LA,NA,0,461.79563550101625,1.08,0.42,1.9,0.0,0.6,0.0,0.25,0.2
550,COVE LA,NA,0,75.4955983013261,0.31,0.31,0.2,0.0,0.6,0.0,0.25,0.2
551,COVE LA,NA,0,138.07361560818217,0.29,0.02,0.0,0.0,0.6,0.0,0.25,0.2
552,TAUGHANNOCK BLVD,Collector,2,1638.125094997633,1.15,0.14,2.2,0.0,0.6,0.0,0.5,0.2
553,RUNWAY LA,NA,0,186.1001960552774,1.84,0.55,1.0,0.0,0.6,0.0,0.25,0.2
554,RUNWAY LA,NA,0,788.4458886757375,1.16,0.16,1.2,0.0,0.6,0.0,0.25,0.2
555,COVE LA,NA,0,342.61824984635257,0.74,0.03,0.1,0.0,0.6,0.0,0.25,0.2
556,W SENECA ST,Minor Arterial,2,292.12606626578065,3.71,0.37,1.1,0.0,0.6,0.0,0.7,0.2
557,JAMES L GIBBS TURNAROUND,NA,1,308.84391179828015,0.62,0.1,0.3,0.0,0.6,0.0,0.25,0.2
558,N TAYLOR PL,Local Road,2,394.6016699745686,14.51,11.4,45.0,0.0,0.6,0.0,0.25,0.6
559,N TAYLOR PL,Local Road,2,185.17352866729016,26.54,7.99,14.8,0.0,0.6,0.0,0.25,1.0
560,CAYUGA LAKE ACCESS ROAD,NA,0,1736.19438281885,3.76,0.11,1.9,0.0,0.6,0.0,0.25,0.2
561,FALLVIEW TER,Local Road,2,479.0621002798718,17.68,3.49,16.7,0.0,0.6,0.0,0.25,0.8
562,CAMPBELL AVE,Local Road,2,1131.3125190390542,9.52,1.0,11.4,0.0,0.6,0.0,0.25,0.4
563,HIGHLAND AVE,Local Road,2,463.1163124640978,6.99,1.04,4.8,0.0,1.0,1.0,0.25,0.4
564,KELVIN PL,Local Road,2,185.95871955578542,7.05,1.77,3.3,0.0,1.0,1.0,0.25,0.4
565,HUDSON ST,Collector,2,1061.0816357646038,10.77,7.67,81.4,0.0,0.6,0.0,0.5,0.6
566,HUDSON ST,Collector,2,454.05362151293406,12.75,8.71,39.5,0.0,0.6,0.0,0.5,0.6
567,CRESCENT PL,Local Road,2,475.1547240782818,9.48,3.44,16.3,0.0,0.6,0.0,0.25,0.4
568,HUDSON ST,Collector,2,174.36202633237295,11.55,9.14,15.9,0.0,0.6,0.0,0.5,0.6
569,S AURORA ST,Minor Arterial,2,143.11088547053265,43.69,6.01,8.6,0.0,0.6,0.0,0.7,1.0
570,OAK AVE,Local Road,1,863.8121836393143,9.67,3.28,28.3,0.0,1.0,1.0,0.25,0.4
571,OAK AVE,Local Road,2,876.5732565105762,10.54,6.05,53.1,0.0,1.0,1.0,0.25,0.6
572,LAKE ST,Minor Arterial,2,92.1086738001124,58.8,6.58,6.1,0.0,0.6,1.0,0.7,1.0
573,LAKE ST,Minor Arterial,2,347.9327196269403,34.78,6.83,23.8,0.0,0.6,1.0,0.7,1.0
574,E LINCOLN ST,Minor Arterial,2,291.39428686291797,1.15,0.66,1.9,0.0,0.6,0.0,0.7,0.2
575,E LINCOLN ST,Minor Arterial,2,323.4825209855643,2.07,0.92,3.0,0.0,0.6,1.0,0.7,0.2
576,E JAY ST,Local Road,2,295.33483615616456,0.96,0.63,1.9,0.0,0.6,1.0,0.25,0.2
577,QUEEN ST,Local Road,2,319.0684399320406,9.83,4.7,15.0,0.0,0.6,1.0,0.25,0.4
578,KING ST,Local Road,2,324.024717070123,0.76,0.03,0.1,0.0,0.6,1.0,0.25,0.2
579,E LEWIS ST,Local Road,2,292.7770560488332,0.61,0.23,0.7,0.0,0.6,1.0,0.25,0.2
580,W MARSHALL ST,Local Road,2,298.5508130307651,1.1,0.24,0.7,0.0,0.6,0.0,0.25,0.2
581,W MARSHALL ST,Local Road,2,290.7842779473037,0.79,0.23,0.7,0.0,0.6,1.0,0.25,0.2
582,E MARSHALL ST,Local Road,2,319.0045018019245,0.53,0.19,0.6,0.0,0.6,1.0,0.25,0.2
583,FARM ST,Local Road,2,590.9870263076111,1.45,0.25,1.5,0.0,0.6,1.0,0.25,0.2
584,CASCADILLA PARK RD,Local Road,2,348.51206422708924,18.38,9.52,33.2,0.0,1.0,1.0,0.25,0.8
585,N TIOGA ST,Collector,2,402.9686325124893,2.49,0.69,2.8,0.0,0.6,0.0,0.5,0.2
586,CASCADILLA ST,Collector,2,265.22356545495876,0.8,0.33,0.9,0.0,0.6,0.0,0.5,0.2
587,CASCADILLA ST,Collector,2,206.44299296509678,0.98,0.37,0.8,0.0,0.6,0.0,0.5,0.2
588,CASCADILLA ST,Collector,2,596.2095879634445,1.53,0.51,3.0,0.0,0.6,0.0,0.5,0.2
589,CASCADILLA ST,Collector,2,258.6593256530458,0.55,0.46,1.2,0.0,0.6,0.0,0.5,0.2
590,CASCADILLA ST,Collector,2,378.3726842761245,0.2,0.05,0.2,0.0,0.6,0.0,0.5,0.2
591,W LINCOLN ST,Collector,2,588.7090593425112,0.0,0.0,0.0,0.0,0.6,0.0,0.5,0.2
592,W LINCOLN ST,Local Road,2,325.9308950849523,0.0,0.0,0.0,0.0,0.6,0.0,0.25,0.2
593,FRANKLIN ST,Local Road,2,320.8687248242065,0.0,0.0,0.0,0.0,0.6,0.0,0.25,0.2
594,THIRD ST,Local Road,2,138.43292640480144,1.29,0.07,0.1,0.0,0.6,0.0,0.25,0.2
595,THIRD ST,Local Road,2,391.1466619206756,1.33,0.37,1.4,0.0,0.6,0.0,0.25,0.2
596,THIRD ST,Local Road,2,446.07519437953505,0.0,0.0,0.0,0.0,0.6,0.0,0.25,0.2
597,W MARSHALL ST,Local Road,2,247.69103251659507,0.0,0.0,0.0,0.0,0.6,0.0,0.25,0.2
598,HANCOCK ST,Collector,2,324.6483641248788,1.84,0.52,1.7,0.0,0.6,0.0,0.5,0.2
599,MADISON ST,Local Road,2,323.47256709161155,2.13,0.2,0.6,0.0,0.6,0.0,0.25,0.2
600,MADISON ST,Local Road,2,327.1504527252096,0.41,0.17,0.5,0.0,0.6,0.0,0.25,0.2
601,MADISON ST,Local Road,2,332.2216461138992,1.85,0.07,0.2,0.0,0.6,0.0,0.25,0.2
602,MADISON ST,Local Road,2,333.6224472677723,0.0,0.0,0.0,0.0,0.6,0.0,0.25,0.2
603,HANCOCK ST,Collector,2,326.9862112216339,0.0,0.0,0.0,0.0,0.6,0.0,0.5,0.2
604,HANCOCK ST,Collector,2,331.8695891679462,0.0,0.0,0.0,0.0,0.6,0.0,0.5,0.2
605,HANCOCK ST,Collector,2,331.28290054110704,0.0,0.0,0.0,0.0,0.6,0.0,0.5,0.2
606,HANCOCK ST,Collector,2,415.60329689697835,0.0,0.0,0.0,0.0,0.6,0.0,0.5,0.2
607,THIRD ST,Local Road,2,391.01804775615597,0.0,0.0,0.0,0.0,0.6,0.0,0.25,0.2
608,FIRST ST,Local Road,2,392.2419724855226,0.0,0.0,0.0,0.0,0.6,0.0,0.25,0.2
609,FIRST ST,Local Road,2,394.18765381862386,0.0,0.0,0.0,0.0,0.6,0.0,0.25,0.2
610,FIRST ST,Local Road,2,228.06249141385058,0.0,0.0,0.0,0.0,0.6,0.0,0.25,0.2
611,FIRST ST,Local Road,2,394.2748403871691,0.69,0.4,1.6,0.0,0.6,0.0,0.25,0.2
612,FIRST ST,Local Road,2,387.6386986973774,0.82,0.54,2.1,0.0,0.6,0.0,0.25,0.2
613,FOURTH ST,Local Road,2,188.81046815134212,0.0,0.0,0.0,0.0,0.6,0.0,0.25,0.2
614,THIRD ST,Local Road,2,394.4962359503719,1.15,0.06,0.2,0.0,0.6,0.0,0.25,0.2
615,SECOND ST,Local Road,2,395.22972269539935,1.07,0.2,0.8,0.0,0.6,0.0,0.25,0.2
616,THIRD ST,Local Road,2,432.13481657487597,1.29,0.63,2.7,0.0,0.6,0.0,0.25,0.2
617,MONROE ST,Local Road,2,326.32055299020993,0.56,0.3,1.0,0.0,0.6,0.0,0.25,0.2
618,MONROE ST,Local Road,2,321.8394183919483,2.25,0.37,1.2,0.0,0.6,0.0,0.25,0.2
619,FIFTH ST,Local Road,2,359.7271420448825,0.0,0.0,0.0,0.0,0.6,0.0,0.25,0.2
620,LAKE AVE,Local Road,2,391.14338097539496,5.37,0.07,0.3,0.0,0.6,0.0,0.25,0.4
621,LAKE AVE,Local Road,1,578.8729422146191,6.98,1.0,5.8,0.0,0.6,0.0,0.25,0.4
622,N GENEVA ST,Local Road,2,730.1512087081979,1.84,0.54,3.9,0.0,0.6,0.0,0.25,0.2
623,ESTY ST,Local Road,2,465.1134810943826,1.2,0.54,2.5,0.0,0.6,0.0,0.25,0.2
624,ESTY ST,Local Road,2,264.14819450655045,1.2,0.56,1.5,0.0,0.6,0.0,0.25,0.2
625,PARK PL,Local Road,2,331.0052939975549,0.47,0.16,0.5,0.0,0.6,0.0,0.25,0.2
626,PARK PL,Local Road,2,471.31527295481845,1.12,0.36,1.7,0.0,0.6,0.0,0.25,0.2
627,N PLAIN ST,Collector,2,331.2204941154737,1.61,0.32,1.0,0.0,0.6,0.0,0.5,0.2
628,N PLAIN ST,Minor Arterial,2,333.6331628606077,1.66,0.4,1.3,0.0,0.6,0.0,0.7,0.2
629,N PLAIN ST,Minor Arterial,2,313.09363112351696,0.58,0.0,0.0,0.0,0.6,0.0,0.7,0.2
630,N GENEVA ST,Local Road,2,466.06829902128266,1.47,0.62,2.9,0.0,0.6,0.0,0.25,0.2
631,N GENEVA ST,Local Road,2,333.30314700577117,1.17,0.55,1.8,0.0,0.6,0.0,0.25,0.2
632,N GENEVA ST,Local Road,2,313.5981702006137,0.72,0.27,0.8,0.0,0.6,0.0,0.25,0.2
633,N CORN ST,Local Road,2,313.21699659772526,0.82,0.39,1.2,0.0,0.6,0.0,0.25,0.2
634,S GENEVA ST,Local Road,2,331.1343219998049,1.65,0.21,0.7,0.0,0.6,0.0,0.25,0.2
635,S PLAIN ST,Minor Arterial,2,330.932365829737,0.99,0.56,1.8,0.0,0.6,0.0,0.7,0.2
636,S PLAIN ST,Minor Arterial,2,308.4916925452873,1.27,0.57,1.8,0.0,0.6,0.0,0.7,0.2
637,CLEVELAND AVE,Local Road,2,595.936536898164,1.14,0.36,2.1,0.0,0.6,0.0,0.25,0.2
638,S PLAIN ST,Minor Arterial,2,441.22237212262155,1.09,0.4,1.8,0.0,0.6,0.0,0.7,0.2
639,FAYETTE ST,Local Road,2,440.0862408354001,1.5,0.81,3.5,0.0,0.6,0.0,0.25,0.2
640,COLUMBIA ST,Local Road,2,556.7287708741271,26.86,13.64,75.9,0.0,0.6,0.0,0.25,1.0
641,SOUTH HILL TER,Local Road,2,388.9948272792501,6.08,1.79,7.0,0.0,0.6,0.0,0.25,0.4
642,W SPENCER ST,Collector,2,1298.5302378140968,11.26,1.67,21.7,0.0,0.6,0.0,0.5,0.6
643,GRANDVIEW AVE,Local Road,2,429.115570112124,7.35,3.83,16.4,0.0,0.6,0.0,0.25,0.4
644,W SPENCER ST,Local Road,2,607.4937970974466,7.66,0.33,2.0,0.0,0.0,0.0,0.25,0.4
645,ELMIRA RD,Principal Arterial,5,1013.2971608464308,2.36,0.32,3.3,1.0,0.0,0.0,0.85,0.2
646,ELMIRA RD,Principal Arterial,5,1119.3200472156714,1.84,0.18,2.0,1.0,0.6,0.0,0.85,0.2
647,SPENCER RD,Local Road,2,668.0233868481687,7.73,1.28,8.5,0.0,0.6,0.0,0.25,0.4
648,BRINDLEY ST,Local Road,2,243.16174949871694,4.59,0.4,1.0,0.0,0.6,0.0,0.25,0.2
649,BRINDLEY ST,Local Road,2,101.37910955048305,9.69,0.44,0.4,0.0,0.6,0.0,0.25,0.4
650,ELM ST,Local Road,2,407.9154334436021,25.18,9.8,40.0,0.0,0.6,0.0,0.25,1.0
651,ELM ST,Local Road,2,904.1147932190352,13.94,6.51,58.9,0.0,0.6,0.0,0.25,0.6
652,HOOK PL,Local Road,2,464.8782626178526,17.35,13.77,64.0,0.0,0.6,0.0,0.25,0.8
653,CHESTNUT ST,Local Road,2,1868.4920866829239,6.14,1.14,21.3,0.0,0.6,0.0,0.25,0.4
654,CHESTNUT ST,Local Road,2,892.244084451169,10.45,0.13,1.2,0.0,0.6,0.0,0.25,0.6
655,RICHARD PL,Local Road,2,232.069617426636,10.82,3.28,7.6,0.0,0.0,0.0,0.25,0.6
656,CAMPBELL AVE,Local Road,2,415.14091406401946,24.16,7.9,32.8,0.0,0.6,0.0,0.25,1.0
657,N QUARRY ST,Local Road,2,328.03496053999055,10.57,6.0,19.7,0.0,1.0,1.0,0.25,0.6
658,DELAWARE AVE,Local Road,2,558.3387438963633,7.59,5.12,28.6,0.0,1.0,1.0,0.25,0.4
659,DEARBORN PL,Local Road,1,394.6972921435749,9.28,6.34,25.0,0.0,1.0,1.0,0.25,0.4
660,WYCKOFF AVE,Local Road,2,758.0100428466454,7.64,3.1,23.5,0.0,1.0,1.0,0.25,0.4
661,THURSTON AVE,Minor Arterial,2,466.11295998144124,1.92,0.85,4.0,0.0,1.0,1.0,0.7,0.2
662,THURSTON AVE,Local Road,2,696.2878992475532,9.21,4.08,28.4,0.0,1.0,1.0,0.25,0.4
663,STEWART AVE,Collector,2,762.2239061570177,16.42,4.09,31.2,0.0,1.0,1.0,0.5,0.8
664,THURSTON AVE,Local Road,2,516.2118648968345,8.65,6.76,34.9,0.0,1.0,1.0,0.25,0.4
665,FALL CREEK DR,Local Road,2,504.5575382906158,6.9,2.82,14.2,0.0,1.0,1.0,0.25,0.4
666,LAKE ST,Minor Arterial,2,849.7663269943786,16.91,10.04,85.3,0.0,1.0,1.0,0.7,0.8
667,STEWART AVE,Collector,2,462.5596882676033,11.07,3.2,14.8,0.0,1.0,1.0,0.5,0.6
668,N CAYUGA ST,Minor Arterial,2,1578.0524310361282,2.37,0.23,3.7,0.0,0.6,0.0,0.7,0.2
669,N CAYUGA ST,Minor Arterial,2,267.9262651737407,0.46,0.22,0.6,0.0,0.6,0.0,0.7,0.2
670,E FALLS ST,Local Road,2,325.03089233333793,2.62,1.06,3.4,0.0,0.6,1.0,0.25,0.2
671,N CAYUGA ST,Minor Arterial,2,484.7700661391096,0.35,0.01,0.1,0.0,0.6,0.0,0.7,0.2
672,E STATE ST / M.L.K. JR ST,Minor Arterial,2,407.4828071581712,11.04,3.82,15.6,0.0,0.6,1.0,0.7,0.6
673,E STATE ST / M.L.K. JR ST,Minor Arterial,2,347.12130258594885,12.81,4.96,17.2,0.0,0.6,1.0,0.7,0.6
674,E STATE ST / M.L.K. JR ST,Minor Arterial,2,667.8102465722945,9.11,4.46,29.8,0.0,0.6,1.0,0.7,0.4
675,HECTOR ST,Minor Arterial,2,1736.7450104661193,9.79,5.88,102.1,0.0,0.6,0.0,0.7,0.4
676,STEWART AVE,Collector,2,544.269280749868,10.69,0.14,0.8,0.0,1.0,1.0,0.5,0.6
677,LINN ST,Local Road,2,461.10613135282364,5.11,1.02,4.7,0.0,0.6,1.0,0.25,0.4
678,N CAYUGA ST,Minor Arterial,2,412.93808409514145,0.2,0.01,0.0,0.0,0.6,0.0,0.7,0.2
679,CLIFF ST,Minor Arterial,2,1997.9326233917413,9.53,5.3,106.0,0.0,0.6,0.0,0.7,0.4
680,HECTOR ST,Minor Arterial,2,930.0455759517613,11.9,8.52,79.3,0.0,0.6,0.0,0.7,0.6
681,CLIFF ST,Minor Arterial,2,1067.9213468960543,9.42,4.91,52.4,0.0,0.6,0.0,0.7,0.4
682,HECTOR ST,Minor Arterial,2,299.2020169774269,17.74,6.42,19.2,0.0,0.6,0.0,0.7,0.8
683,N MEADOW ST,Principal Arterial,3,264.4940244880777,0.0,0.0,0.0,1.0,0.6,0.0,0.85,0.2
684,N MEADOW ST,Principal Arterial,3,334.1868404718779,0.17,0.15,0.5,1.0,0.6,0.0,0.85,0.2
685,S MEADOW ST,Principal Arterial,3,317.98426369267315,2.53,0.37,1.2,1.0,0.6,0.0,0.85,0.2
686,S MEADOW ST,Principal Arterial,3,331.324662576365,0.68,0.04,0.1,1.0,0.6,0.0,0.85,0.2
687,N MEADOW ST,Principal Arterial,4,313.4770714101956,1.57,0.49,1.5,1.0,0.6,0.0,0.85,0.2
688,N MEADOW ST,Principal Arterial,3,331.8912146102745,0.15,0.01,0.0,1.0,0.6,0.0,0.85,0.2
689,E STATE ST / M.L.K. JR ST,Minor Arterial,2,845.3164548396456,8.19,2.5,21.2,0.0,0.6,1.0,0.7,0.4
690,E SENECA ST,Local Road,1,312.96477421191685,20.44,16.01,50.1,0.0,1.0,1.0,0.25,1.0
691,E SENECA ST,Minor Arterial,2,316.90885896975414,1.61,0.88,2.8,0.0,0.6,0.0,0.7,0.2
692,E SENECA ST,Minor Arterial,3,72.45474989593205,2.78,1.65,1.2,0.0,0.6,0.0,0.7,0.2
693,W STATE ST/ M. L. K. JR ST,Collector,2,464.30796327939476,2.49,1.29,6.0,0.0,0.6,0.0,0.5,0.2
694,W GREEN ST,Minor Arterial,2,264.67321833731097,1.8,1.07,2.8,0.0,0.6,0.0,0.7,0.2
695,W GREEN ST,Minor Arterial,2,265.12522269472873,0.84,0.7,1.9,0.0,0.6,0.0,0.7,0.2
696,W GREEN ST,Minor Arterial,2,331.1362248279655,1.15,0.6,2.0,0.0,0.6,0.0,0.7,0.2
697,W STATE ST/ M. L. K. JR ST,Collector,2,593.3515557725233,1.47,0.67,4.0,0.0,0.6,0.0,0.5,0.2
698,W STATE ST/ M. L. K. JR ST,Collector,2,266.3241696533494,3.77,0.75,2.0,0.0,0.6,0.0,0.5,0.2
699,W SENECA ST,Minor Arterial,2,264.36091700345685,1.87,1.08,2.8,0.0,0.6,0.0,0.7,0.2
700,W SENECA ST,Minor Arterial,2,595.1831031115798,1.83,0.67,4.0,0.0,0.6,0.0,0.7,0.2
701,W SENECA ST,Minor Arterial,2,596.8827559118467,1.5,0.67,4.0,0.0,0.6,0.0,0.7,0.2
702,W SENECA ST,Minor Arterial,2,597.0609647331862,1.27,0.67,4.0,0.0,0.6,0.0,0.7,0.2
703,W SENECA ST,Minor Arterial,1,166.17203600333892,4.4,0.07,0.1,0.0,0.6,0.0,0.7,0.2
704,W STATE ST/ M. L. K. JR ST,Collector,2,599.6527072273713,1.15,0.47,2.8,0.0,0.6,0.0,0.5,0.2
705,W GREEN ST,Minor Arterial,2,597.9144888761468,1.57,0.83,5.0,0.0,0.6,0.0,0.7,0.2
706,W STATE ST/ M. L. K. JR ST,Minor Arterial,3,313.54919486348183,5.46,0.35,1.1,0.0,0.6,0.0,0.7,0.4
707,W STATE ST/ M. L. K. JR ST,Collector,2,593.2036124559387,1.17,0.62,3.7,0.0,0.6,0.0,0.5,0.2
708,W GREEN ST,Minor Arterial,2,596.7392024988851,1.18,0.49,2.9,0.0,0.6,0.0,0.7,0.2
709,EDDY ST,Local Road,2,72.33590301236075,8.4,5.58,4.0,0.0,1.0,1.0,0.25,0.4
710,EDDY ST,Minor Arterial,2,179.9962614825319,17.87,7.53,13.5,0.0,1.0,1.0,0.7,0.8
711,EDDY ST,Collector,2,334.8930524450775,9.52,8.05,27.0,0.0,1.0,1.0,0.5,0.4
712,MITCHELL ST,Minor Arterial,2,336.03217300258007,179.58,0.0,0.0,0.0,1.0,1.0,0.7,1.0
713,MITCHELL ST,Minor Arterial,2,300.1094652956232,15.12,10.8,32.4,0.0,1.0,1.0,0.7,0.8
714,MITCHELL ST,Minor Arterial,2,203.55301153998002,12.82,8.7,17.7,0.0,1.0,1.0,0.7,0.6
715,MITCHELL ST,Collector,2,318.82528121823935,14.49,6.39,20.4,0.0,1.0,1.0,0.5,0.6
716,MITCHELL ST,Collector,2,310.24981938517755,11.47,6.45,20.0,0.0,1.0,1.0,0.5,0.6
717,ITHACA RD,Minor Arterial,2,362.89530715276624,12.45,8.16,29.6,0.0,1.0,1.0,0.7,0.6
718,DRYDEN RD,Minor Arterial,2,277.59201994268886,8.16,5.77,16.0,0.0,1.0,1.0,0.7,0.4
719,DRYDEN RD,Minor Arterial,2,467.9467070133372,15.46,5.63,26.3,0.0,1.0,1.0,0.7,0.8
720,DRYDEN RD,Minor Arterial,2,436.7866105056877,11.2,5.93,25.9,0.0,1.0,1.0,0.7,0.6
721,COLLEGE AVE,Minor Arterial,2,248.89588059864738,14.13,6.44,16.0,0.0,1.0,1.0,0.7,0.6
722,COLLEGE AVE,Minor Arterial,2,727.4170059733133,15.66,6.5,47.3,0.0,1.0,1.0,0.7,0.8
723,EDDY ST,Collector,2,436.82798376156813,8.75,5.77,25.2,0.0,1.0,1.0,0.5,0.4
724,E BUFFALO ST,Minor Arterial,2,314.50694212326783,18.04,13.98,44.0,0.0,1.0,1.0,0.7,0.8
725,W BUFFALO ST,Minor Arterial,4,241.6659760054746,3.44,0.67,1.6,0.0,0.6,0.0,0.7,0.2
726,FLORAL AVE,Minor Arterial,2,3546.510927543669,2.32,0.03,1.0,0.0,0.6,0.0,0.7,0.2
727,W CLINTON ST,Minor Arterial,2,507.6879096172557,0.88,0.14,0.7,0.0,0.6,0.0,0.7,0.2
728,W CLINTON ST,Minor Arterial,2,595.8668019750858,1.22,0.4,2.4,0.0,0.6,0.0,0.7,0.2
729,W CLINTON ST,Minor Arterial,2,333.8735041188405,1.56,0.95,3.2,0.0,0.6,0.0,0.7,0.2
