partition_set_id,partition_id,method,start_node,cycle_time,num_complete_cycles,benefit,benefit_per_minute,cost_without_plow,cost_with_plow,coverage_ratio,total_priority,unique_edges
0,6,chinese_postman,113,44.335905352682275,16,358206.04122808983,497.5083905945692,381240.00000000023,23033.958771910395,1.0,88.25000000000006,252
0,6,chinese_postman,113,44.335905352682275,16,358206.04122808983,497.5083905945692,381240.00000000023,23033.958771910395,1.0,88.25000000000006,252
1,6,chinese_postman,471,44.33590535268225,16,358199.1793845983,497.4988602563865,381240.00000000035,23040.820615402066,1.0,88.25000000000009,252
1,4,random_walk,339,108.73518971174609,6,356972.260257951,495.7948059138208,397280.1600000001,40307.899742049114,1.0,296.18650000000065,181
1,4,random_walk,23,109.61647328247143,6,354480.9172643172,492.3346073115517,397379.5200000001,42898.60273568286,1.0,288.21250000000015,171
2,4,random_walk,669,111.03459377492739,6,351269.50224734464,487.87430867686754,394806.9600000003,43537.45775265566,1.0,290.2174999999994,199
2,4,random_walk,561,110.851638893225,6,350170.28906161396,486.34762369668607,393519.6000000001,43349.31093838612,1.0,279.3525,180
0,4,random_walk,506,110.68031312266176,6,349418.37764127547,485.30330227954926,391383.3599999999,41964.98235872444,1.0,292.9240000000003,166
0,5,random_walk,380,112.25597935887815,6,348083.1655501839,483.4488410419221,395921.5200000001,47838.35444981615,1.0,258.66199999999947,162
1,5,random_walk,387,111.10516342073723,6,344272.09119989607,478.15568222207787,392614.5600000002,48342.46880010411,1.0,209.70199999999994,160
0,4,random_walk,446,109.18608512308354,6,343193.5683612803,476.65773383511157,391407.1200000004,48213.5516387201,1.0,201.23149999999885,200
0,4,random_walk,342,108.40590903264798,6,342742.69037415483,476.0315144085484,376004.16,33261.46962584512,1.0,315.07400000000104,161
2,5,random_walk,365,110.6674376391435,6,338577.1466894408,470.2460370686678,385160.4000000005,46583.25331055964,1.0,229.86749999999915,157
2,5,random_walk,96,110.73962255577719,6,338185.376034093,469.70191115846245,381803.7600000002,43618.38396590723,1.0,281.1674999999998,156
1,5,random_walk,73,110.88752190114317,6,337599.376591196,468.8880230433278,382471.1999999997,44871.82340880373,1.0,234.4695000000001,157
1,4,random_walk,508,110.08695431359531,6,336054.4430143716,466.74228196440504,375801.12,39746.6769856284,1.0,250.94499999999945,162
1,5,random_walk,75,109.5688098115034,6,333950.13606597,463.81963342495834,378304.56000000006,44354.42393403004,1.0,231.17249999999964,155
0,5,random_walk,360,110.12303479744156,6,330515.3816577134,459.0491411912686,374116.3199999998,43600.93834228638,1.0,229.48299999999978,152
1,6,random_walk,177,109.47042128773018,6,321970.3367028965,447.18102319846736,362119.6799999997,40149.34329710319,1.0,253.47400000000118,232
0,6,random_walk,109,108.67142744333589,6,321886.7740023452,447.0649638921461,357985.43999999977,36098.665997654556,1.0,253.036500000001,238
0,5,random_walk,49,110.87984342182267,6,321195.15843306517,446.1043867125905,364674.96,43479.80156693483,1.0,213.28999999999968,149
2,5,random_walk,75,111.15092119298508,6,320319.6195744785,444.888360520109,365141.51999999996,44821.90042552145,1.0,205.82849999999965,149
0,6,random_walk,472,110.10896177022677,6,318600.1832607043,442.50025452875593,350697.5999999996,32097.416739295324,1.0,255.07050000000106,225
1,4,random_walk,64,110.04139116268925,6,317135.5513285866,440.4660435119258,349688.8800000002,32553.328671413612,1.0,301.83549999999985,157
1,5,random_walk,759,109.87748602867332,6,316525.0808037684,439.6181677830117,356391.3599999997,39866.27919623129,1.0,252.48349999999968,146
2,4,random_walk,343,108.69237890908454,6,316306.35322626476,439.31437948092326,350896.32,34589.966773735265,1.0,324.5700000000003,158
2,5,random_walk,377,111.82796487090731,6,315031.60972652666,437.5439023979537,358715.5199999999,43683.910273473215,1.0,253.87099999999938,147
0,5,random_walk,73,112.44770823182083,6,314151.0458621686,436.3208970307897,357788.88,43637.834137831385,1.0,226.84349999999944,145
0,6,random_walk,203,110.90822225237926,6,312472.31694141845,433.9893290853034,347967.3599999997,35495.04305858124,1.0,272.12850000000145,222
1,6,random_walk,728,110.26275224425315,6,312448.9894979246,433.9569298582286,347420.8800000003,34971.89050207574,1.0,268.1025000000008,226
1,5,random_walk,355,111.51605171837619,6,312002.15648222395,433.3363284475333,354019.6799999997,42017.523517775735,1.0,238.4790000000003,145
0,5,random_walk,81,110.89059116860089,6,311790.92641359114,433.0429533522099,349855.19999999995,38064.27358640883,1.0,245.49400000000006,143
2,6,random_walk,472,110.12678901331859,6,311019.7424623853,431.97186453109066,345364.5600000004,34344.817537615156,1.0,271.0060000000014,227
2,6,random_walk,455,109.92739443965046,6,310535.58108965756,431.29941818007995,344604.24000000017,34068.658910342616,1.0,262.12000000000046,218
1,6,random_walk,533,108.72978571208748,6,309863.7870844102,430.3663709505697,349617.59999999974,39753.812915589544,1.0,249.40350000000043,221
1,6,random_walk,471,109.22366595362735,6,306490.53517380334,425.68129885250465,340679.5200000001,34188.98482619674,1.0,260.2085000000002,214
0,6,random_walk,128,108.85693231041625,6,306132.3071659235,425.18375995267155,337541.0400000001,31408.73283407658,1.0,263.4700000000015,220
1,6,random_walk,121,109.42482608238399,6,303603.2281684675,421.6711502339827,337811.0399999997,34207.811831532155,1.0,250.18650000000153,211
1,4,random_walk,262,111.48171259217284,6,303155.1788703667,421.048859542176,346809.6000000001,43654.42112963337,1.0,176.14299999999974,195
1,6,random_walk,117,108.6647917038111,6,301716.7622979673,419.0510587471768,333521.2800000002,31804.517702032907,1.0,260.0465000000015,209
2,6,random_walk,405,108.73589781904613,6,301106.80968867923,418.2039023453878,333856.0800000001,32749.270311320863,1.0,280.21950000000066,204
2,6,random_walk,196,109.22509933831398,6,300657.1121065749,417.5793223702429,335093.76000000007,34436.6478934252,1.0,280.7174999999996,208
2,6,random_walk,114,108.49476200384943,6,300625.11190781975,417.53487764974966,331538.39999999973,30913.28809218001,1.0,263.52850000000166,213
2,6,random_walk,395,110.59767391145665,6,298753.2176403794,414.93502450052694,331499.5199999997,32746.30235962035,1.0,288.5735000000012,200
1,5,random_walk,563,110.46854095508691,6,298590.5744549274,414.7091311873992,337573.44000000006,38982.86554507264,1.0,212.55199999999965,138
2,6,random_walk,622,108.85477751351779,6,298258.28113580646,414.2476126886201,330724.0799999998,32465.79886419329,1.0,270.00100000000054,209
0,6,random_walk,469,108.61354200706229,6,296475.03726171236,411.7708850857116,324896.4,28421.362738287644,1.0,268.23600000000124,211
0,5,random_walk,373,109.8405187550191,6,295818.3920482322,410.85887784476694,328304.8800000002,32486.487951767984,1.0,279.2054999999998,136
0,6,random_walk,532,109.26605472957552,6,295516.6375054009,410.43977431305683,326287.4399999999,30770.80249459894,1.0,273.11500000000166,212
2,6,random_walk,117,108.39566782642487,6,294443.2752230373,408.94899336532956,326890.0800000001,32446.804776962763,1.0,262.01100000000105,208
2,6,random_walk,674,109.37957531801902,6,294148.44758354727,408.5395105327045,323313.1199999999,29164.6724164526,1.0,276.64850000000024,206
1,5,random_walk,73,112.59506383100918,6,294004.73968170804,408.3399162245945,329927.04,35922.30031829191,1.0,222.99499999999935,134
2,6,random_walk,469,108.94217817545818,6,291907.18720224674,405.4266488920094,324058.3199999998,32151.13279775301,1.0,265.667500000002,200
0,5,random_walk,79,111.14198780489,6,291229.4581370482,404.48535852367803,331549.2000000001,40319.74186295195,1.0,215.12249999999946,137
0,4,random_walk,17,109.4144092740613,6,290872.44522461866,403.9895072564148,329460.48000000045,38588.03477538179,1.0,185.9669999999996,200
1,6,random_walk,145,109.24649622042112,6,289851.02541420626,402.570868630842,323926.5599999997,34075.534585793466,1.0,249.48900000000063,202
0,6,random_walk,176,109.6783077771932,6,289697.28074912983,402.35733437379145,319872.23999999947,30174.959250869655,1.0,300.1185000000015,197
2,6,random_walk,123,108.11324870161187,6,289569.21187991777,402.17946094433023,320533.20000000007,30963.988120082304,1.0,295.2120000000011,199
0,6,random_walk,396,110.19151068978745,6,287623.8191463187,399.4775265921093,315735.84,28112.02085368131,1.0,278.46200000000186,203
2,5,random_walk,381,110.91261927458726,6,285778.2226007818,396.9141980566414,322647.8399999998,36869.61739921799,1.0,201.13349999999983,132
2,5,random_walk,658,109.16160358204385,6,285430.98623602063,396.4319253278064,319546.0799999998,34115.09376397913,1.0,240.31699999999915,130
2,5,random_walk,385,109.41908327606323,6,284089.4850683236,394.5687292615606,320107.6799999998,36018.19493167621,1.0,208.7569999999998,130
2,5,random_walk,46,110.37139402467857,6,283217.74889238714,393.3579845727599,318122.63999999996,34904.89110761283,1.0,200.5375,130
1,5,random_walk,373,109.44710101290165,6,282896.73288299737,392.91212900416303,314431.2,31534.467117002623,1.0,223.47249999999957,128
1,6,random_walk,70,110.73998107042937,6,282509.4626080625,392.374253622309,317537.28000000014,35027.817391937664,1.0,267.7310000000006,192
1,5,random_walk,96,112.28130141309651,6,281145.26872678444,390.4795398983117,309718.0799999999,28572.81127321545,1.0,275.05900000000014,126
1,5,random_walk,364,109.62476774665897,6,280436.1545801862,389.4946591391475,311724.7199999998,31288.565419813644,1.0,252.723,128
0,6,random_walk,394,109.47203454299621,6,280307.01894837635,389.31530409496713,311474.16,31167.141051623614,1.0,281.5970000000014,190
1,6,random_walk,533,109.16802352510494,6,279789.30157724716,388.59625219062104,308776.32000000007,28987.018422752917,1.0,247.7085000000015,206
0,4,random_walk,526,108.6626536669952,6,279783.7994987337,388.5886104149079,312107.0400000003,32323.24050126661,1.0,332.5725000000019,134
2,5,random_walk,356,109.92329138456327,6,278878.62287603645,387.33142066116176,316159.19999999984,37280.57712396338,1.0,221.8259999999999,129
0,6,random_walk,394,109.4129159219655,6,277544.14630453824,385.47798097852535,308927.5199999998,31383.373695461516,1.0,263.50050000000147,192
1,6,random_walk,406,109.16648890723873,6,272706.01771072973,378.7583579315691,303071.75999999995,30365.74228927022,1.0,271.27750000000026,181
1,6,random_walk,455,110.52336405491053,6,270650.9454350407,375.90409088200096,302209.9199999999,31558.974564959222,1.0,307.6139999999999,180
1,6,random_walk,134,110.31589498249,6,269924.89502862946,374.8956875397631,306640.07999999984,36715.184971370385,1.0,254.97500000000224,191
1,5,random_walk,448,109.5362803670555,6,268888.41185604647,373.4561275778423,300693.59999999986,31805.18814395339,1.0,229.1354999999996,122
1,6,random_walk,757,109.78436353807041,6,268180.43705421366,372.47282924196344,298200.9600000001,30020.522945786408,1.0,288.4850000000018,174
0,5,random_walk,328,108.74971747479208,6,267319.2715396151,371.27676602724324,296490.24,29170.968460384862,1.0,252.1444999999997,121
0,6,random_walk,396,108.08221993026844,6,266929.0086303926,370.73473420887865,302106.2399999999,35177.231369607245,1.0,235.99600000000171,196
0,6,random_walk,117,109.44061439436199,6,264178.9680892472,366.91523345728774,288876.24000000017,24697.27191075297,1.0,279.4900000000008,186
1,6,random_walk,408,108.89458080948636,6,263012.5478704507,365.295205375626,286040.1600000003,23027.612129549634,1.0,251.43350000000075,188
0,6,random_walk,469,111.7800582534935,6,262318.34523549705,364.3310350493015,295710.4800000001,33392.13476450303,1.0,299.7569999999993,176
1,5,random_walk,81,108.77439193932305,6,261293.26428466325,362.90731150647673,292286.8799999998,30993.615715336517,1.0,214.34350000000043,120
0,5,random_walk,327,109.88885203801964,6,259375.70466748517,360.24403426039606,290399.0399999999,31023.33533251475,1.0,208.89949999999965,118
2,5,random_walk,74,112.73750771516715,6,258813.09205422626,359.46262785309204,286569.36000000016,27756.267945773903,1.0,251.52049999999969,117
0,5,random_walk,586,109.75284180098423,6,255820.05316002364,355.3056293889217,286005.59999999986,30185.546839976218,1.0,243.7334999999994,118
2,6,random_walk,532,109.20551057120032,6,255769.10321357363,355.2348655744078,280260.0000000002,24490.896786426532,1.0,250.39700000000053,186
2,6,random_walk,391,109.20240516504822,6,255463.02568426222,354.8097578948086,278344.08000000025,22881.054315738045,1.0,284.9425000000019,170
2,6,random_walk,394,108.60995582717267,6,253123.15650946752,351.55993959648265,279845.2800000001,26722.123490532576,1.0,259.3175000000009,174
1,5,random_walk,666,108.98868818068384,6,250047.44240278896,347.288114448318,280534.32000000007,30486.87759721109,1.0,228.57800000000023,113
0,5,random_walk,327,110.82541894784302,6,248860.71961225907,345.6398883503598,278240.4,29379.680387740947,1.0,244.65450000000033,114
2,6,random_walk,653,109.6927165847289,6,248353.54472176495,344.9354787802291,280033.2000000001,31679.655278235176,1.0,240.71299999999994,170
0,6,random_walk,122,108.54058010935975,6,246834.51410171436,342.82571403015885,276661.4399999998,29826.925898285474,1.0,241.24700000000115,171
0,6,random_walk,394,110.06734162014551,6,245631.7293926614,341.15517971202974,275520.9599999998,29889.230607338384,1.0,253.99450000000127,179
2,6,random_walk,145,109.14064573799351,6,245070.05561418843,340.37507724192835,269989.2,24919.144385811567,1.0,226.7795000000011,177
0,5,random_walk,47,110.95740118412856,6,244191.29807055983,339.15458065355534,273609.35999999987,29418.061929440046,1.0,280.1250000000001,113
1,5,random_walk,382,111.54158127343543,6,243054.45140205367,337.57562694729677,275125.68,32071.228597946316,1.0,241.02100000000036,113
1,6,random_walk,131,108.8732630125748,6,238792.41529897077,331.65613235968164,270598.3200000001,31805.90470102936,1.0,268.9885,155
0,5,random_walk,35,111.3830302973881,6,237529.42761161353,329.9019827939077,267820.5599999999,30291.132388386355,1.0,204.3140000000001,109
2,5,random_walk,327,109.32737849710412,6,234227.00736708698,325.315288009843,260858.87999999995,26631.872632912964,1.0,237.90349999999964,106
0,1,chinese_postman,220,35.46949191774315,20,234084.6834449721,325.1176158957946,245998.0800000004,11913.396555028294,1.0,56.94400000000009,192
2,1,chinese_postman,220,35.46949191774315,20,234084.6834449721,325.1176158957946,245998.0800000004,11913.396555028294,1.0,56.94400000000009,192
0,1,chinese_postman,213,35.46949191774314,20,234084.48375964095,325.11733855505685,245998.0800000004,11913.596240359442,1.0,56.94400000000009,192
0,1,chinese_postman,217,35.46949191774314,20,234083.37289279292,325.1157956844346,245998.08000000028,11914.707107207363,1.0,56.94400000000007,192
1,1,chinese_postman,217,35.46949191774314,20,234083.37289279292,325.1157956844346,245998.08000000028,11914.707107207363,1.0,56.94400000000007,192
1,1,chinese_postman,421,35.46949191774314,20,234082.64757735038,325.11478830187554,245998.08000000028,11915.432422649894,1.0,56.94400000000007,192
0,1,chinese_postman,421,35.46949191774314,20,234082.64757735038,325.11478830187554,245998.08000000028,11915.432422649894,1.0,56.94400000000007,192
0,1,chinese_postman,228,35.46949191774315,20,234082.6272533159,325.11476007404985,245998.08000000025,11915.452746684345,1.0,56.94400000000006,192
0,1,chinese_postman,62,35.46949191774315,20,234082.49138699475,325.114571370826,245998.08000000025,11915.588613005508,1.0,56.94400000000006,192
1,1,chinese_postman,420,35.46949191774315,20,234082.1223497156,325.11405881904943,245998.08000000025,11915.95765028465,1.0,56.94400000000006,192
0,1,chinese_postman,420,35.46949191774315,20,234082.1223497156,325.11405881904943,245998.08000000025,11915.95765028465,1.0,56.94400000000006,192
1,1,chinese_postman,210,35.469491917743156,20,234079.13607367684,325.10991121344006,245998.0800000005,11918.943926323682,1.0,56.944000000000116,192
1,1,chinese_postman,210,35.469491917743156,20,234079.13607367684,325.10991121344006,245998.0800000005,11918.943926323682,1.0,56.944000000000116,192
1,1,chinese_postman,417,35.46949191774318,20,234078.74929289494,325.10937401790966,245998.08000000013,11919.330707105202,1.0,56.94400000000003,192
2,1,chinese_postman,214,35.46949191774317,20,234078.5764934209,325.10913401864013,245998.08000000048,11919.503506579578,1.0,56.94400000000011,192
1,1,chinese_postman,205,35.46949191774317,20,234078.33140765515,325.10879362174325,245998.0800000002,11919.748592345044,1.0,56.944000000000045,192
2,1,chinese_postman,205,35.46949191774317,20,234078.33140765515,325.10879362174325,245998.0800000002,11919.748592345044,1.0,56.944000000000045,192
1,1,chinese_postman,528,35.469491917743156,20,234078.19455481725,325.1086035483573,245998.0800000002,11919.885445182948,1.0,56.944000000000045,192
0,1,chinese_postman,185,35.46949191774316,20,234078.10023274366,325.1084725454773,245998.0800000002,11919.979767256542,1.0,56.944000000000045,192
2,1,chinese_postman,527,35.469491917743156,20,234078.08848493997,325.1084562290833,245998.0800000002,11919.991515060225,1.0,56.944000000000045,192
2,1,chinese_postman,435,35.46949191774314,20,234076.7014608287,325.10652980670653,245998.0800000001,11921.378539171395,1.0,56.944000000000024,192
0,1,chinese_postman,459,35.46949191774314,20,234076.6918806462,325.1065165008975,245998.08000000013,11921.388119353953,1.0,56.94400000000003,192
2,1,chinese_postman,458,35.46949191774314,20,234076.65997328307,325.10647218511536,245998.08000000013,11921.420026717064,1.0,56.94400000000003,192
1,1,chinese_postman,612,35.469491917743134,20,234076.62901085312,325.10642918174045,245998.08000000013,11921.450989147,1.0,56.94400000000003,192
2,1,chinese_postman,416,35.46949191774314,20,234076.5972127099,325.10638501765266,245998.08000000013,11921.48278729023,1.0,56.94400000000003,192
1,1,chinese_postman,416,35.46949191774314,20,234076.5972127099,325.10638501765266,245998.08000000013,11921.48278729023,1.0,56.94400000000003,192
1,1,chinese_postman,226,35.46949191774316,20,234076.48092360722,325.10622350501,245998.08000000025,11921.59907639303,1.0,56.94400000000006,192
0,1,chinese_postman,63,35.46949191774314,20,234075.96133995173,325.10550186104405,245998.0800000001,11922.11866004837,1.0,56.944000000000024,192
0,1,chinese_postman,419,35.46949191774316,20,234075.30722441254,325.10459336723966,245998.08000000013,11922.772775587599,1.0,56.94400000000003,192
2,1,chinese_postman,419,35.46949191774316,20,234075.30722441254,325.10459336723966,245998.08000000013,11922.772775587599,1.0,56.94400000000003,192
0,1,chinese_postman,229,35.469491917743156,20,234075.2655563606,325.10453549494525,245998.08000000016,11922.814443639552,1.0,56.94400000000004,192
0,1,chinese_postman,229,35.469491917743156,20,234075.2655563606,325.10453549494525,245998.08000000016,11922.814443639552,1.0,56.94400000000004,192
2,1,chinese_postman,640,35.469491917743156,20,234075.03918371222,325.10422108848917,245998.0800000002,11923.040816287963,1.0,56.944000000000045,192
2,1,chinese_postman,147,35.46949191774318,20,234074.66671565405,325.1037037717417,245998.08000000034,11923.413284346278,1.0,56.94400000000008,192
2,1,chinese_postman,422,35.46949191774314,20,234074.65947608108,325.1036937167793,245998.08000000022,11923.420523919136,1.0,56.94400000000005,192
1,1,chinese_postman,422,35.46949191774314,20,234074.65947608108,325.1036937167793,245998.08000000022,11923.420523919136,1.0,56.94400000000005,192
2,1,chinese_postman,200,35.46949191774317,20,234074.5696023339,325.10356889213045,245998.08000000028,11923.510397666369,1.0,56.94400000000007,192
0,1,chinese_postman,200,35.46949191774317,20,234074.5696023339,325.10356889213045,245998.08000000028,11923.510397666369,1.0,56.94400000000007,192
1,1,chinese_postman,686,35.469491917743134,20,234074.56799783406,325.1035666636584,245998.08000000022,11923.51200216615,1.0,56.94400000000005,192
1,1,chinese_postman,198,35.46949191774317,20,234074.55921211952,325.1035544612771,245998.0800000003,11923.520787880772,1.0,56.944000000000074,192
2,1,chinese_postman,199,35.46949191774316,20,234074.53357779884,325.1035188580539,245998.0800000003,11923.546422201476,1.0,56.944000000000074,192
2,1,chinese_postman,199,35.46949191774316,20,234074.53357779884,325.1035188580539,245998.0800000003,11923.546422201476,1.0,56.944000000000074,192
1,1,chinese_postman,201,35.46949191774318,20,234074.51211471952,325.10348904822155,245998.08000000034,11923.567885280807,1.0,56.94400000000008,192
2,1,chinese_postman,216,35.46949191774316,20,234074.49464722964,325.10346478781895,245998.0800000003,11923.585352770668,1.0,56.944000000000074,192
1,1,chinese_postman,636,35.46949191774317,20,234074.4904317596,325.10345893299944,245998.0800000003,11923.589568240723,1.0,56.944000000000074,192
2,1,chinese_postman,636,35.46949191774317,20,234074.4904317596,325.10345893299944,245998.0800000003,11923.589568240723,1.0,56.944000000000074,192
0,1,chinese_postman,187,35.46949191774318,20,234074.47921583583,325.10344335532756,245998.0800000003,11923.600784164468,1.0,56.944000000000074,192
0,1,chinese_postman,287,35.469491917743134,20,234074.36482390502,325.10328447764584,245998.08000000022,11923.715176095184,1.0,56.94400000000005,192
0,1,chinese_postman,647,35.469491917743134,20,234074.17776917864,325.1030246794148,245998.08000000022,11923.902230821584,1.0,56.94400000000005,192
1,1,chinese_postman,647,35.469491917743134,20,234074.17776917864,325.1030246794148,245998.08000000022,11923.902230821584,1.0,56.94400000000005,192
1,1,chinese_postman,647,35.469491917743134,20,234074.17776917864,325.1030246794148,245998.08000000022,11923.902230821584,1.0,56.94400000000005,192
2,1,chinese_postman,401,35.469491917743134,20,234074.12386014266,325.10294980575367,245998.08000000022,11923.956139857572,1.0,56.94400000000005,192
0,1,chinese_postman,286,35.469491917743134,20,234074.11981599653,325.10294418888407,245998.08000000025,11923.960184003725,1.0,56.94400000000006,192
2,1,chinese_postman,423,35.469491917743134,20,234073.7179049249,325.1023859790624,245998.0800000002,11924.362095075285,1.0,56.944000000000045,192
2,5,random_walk,759,110.95344985488234,6,232186.64743043046,322.4814547644867,255800.15999999992,23613.512569569444,1.0,265.80500000000046,104
2,5,random_walk,83,108.86681169565128,6,228762.2556714249,317.72535509920124,257122.08000000005,28359.82432857515,1.0,248.45799999999983,106
2,5,random_walk,96,109.75436580090523,6,227992.9592316429,316.65688782172623,253830.24000000002,25837.28076835713,1.0,217.7439999999998,102
0,5,random_walk,47,110.45130209810415,6,224445.66028264337,311.73008372589356,252912.2400000002,28466.579717356828,1.0,196.17399999999952,102
0,5,random_walk,758,110.62251109690402,6,219935.47505590704,305.4659375776487,243883.43999999983,23947.964944092786,1.0,274.11050000000023,101
1,1,random_walk,207,108.57112623497275,6,219197.58166187312,304.4410856414904,241457.76000000047,22260.17833812736,1.0,219.32900000000015,187
2,1,random_walk,661,108.52767399582405,6,219050.7094338695,304.23709643592986,240600.24000000037,21549.53056613089,1.0,242.36150000000023,186
0,1,random_walk,640,109.642211950071,6,218982.96558141563,304.14300775196614,240714.72000000047,21731.75441858483,1.0,225.50700000000023,186
2,1,random_walk,147,109.65564815189587,6,218165.137967332,303.0071360657389,239928.48000000013,21763.34203266813,1.0,249.5420000000006,186
1,1,random_walk,287,109.50870845448222,6,218120.83057620606,302.9455980225084,238885.20000000013,20764.36942379406,1.0,233.20950000000084,184
0,1,random_walk,147,109.3733051624282,6,218094.72903555544,302.9093458827159,240600.24000000057,22505.510964445133,1.0,235.93450000000013,186
0,1,random_walk,221,108.57887029822227,6,218090.66591503687,302.90370265977344,238997.52000000025,20906.854084963383,1.0,224.12250000000043,184
1,6,random_walk,115,109.67836946503117,6,216847.83702273984,301.177551420472,245268.00000000003,28420.162977260185,1.0,279.66050000000035,143
1,1,random_walk,419,108.8551250948749,6,216623.04967008444,300.8653467640062,239464.08000000002,22841.03032991559,1.0,240.2880000000006,185
0,1,random_walk,204,108.4614002700582,6,216141.50426067613,300.1965336953835,237355.92000000025,21214.41573932413,1.0,240.67650000000015,183
0,1,random_walk,420,108.80354767358862,6,215862.8513491812,299.8095157627517,235640.88000000035,19778.028650819142,1.0,249.0535000000003,181
0,1,random_walk,226,108.63393751069657,6,215627.44655373652,299.4825646579674,237170.1600000003,21542.71344626377,1.0,213.3295000000003,182
2,1,random_walk,202,108.46376587050771,6,214879.1612686845,298.4432795398396,234392.40000000037,19513.238731315872,1.0,213.13350000000037,180
2,1,random_walk,634,109.286504527116,6,214775.29338119706,298.2990185849959,235768.32000000033,20993.026618803273,1.0,250.53300000000047,182
2,1,random_walk,218,108.98294983966758,6,214498.99599598153,297.91527221664103,235906.56000000058,21407.564004019052,1.0,247.55300000000014,182
0,1,random_walk,542,109.26919095359868,6,214045.10796534247,297.2848721740868,235062.00000000035,21016.89203465788,1.0,239.58550000000028,180
0,1,random_walk,199,108.62435462059031,6,213631.1611046755,296.70994597871595,235668.9600000003,22037.7988953248,1.0,217.3035000000004,181
2,1,random_walk,213,109.91455344254703,6,212632.22799096207,295.3225388763362,233392.32000000007,20760.09200903799,1.0,239.50800000000046,178
1,1,random_walk,401,109.85719107343195,6,212283.55078000124,294.83826497222395,232843.68000000055,20560.12921999931,1.0,241.99200000000027,178
1,1,random_walk,197,108.56225683984606,6,211594.05550087045,293.8806326400979,231694.5600000005,20100.50449913003,1.0,215.36550000000034,178
0,1,random_walk,414,108.66060559883464,6,211534.1012013043,293.7973627795893,232085.5200000005,20551.418798696217,1.0,246.60650000000024,178
2,1,random_walk,147,108.9509089385824,6,211104.51541691096,293.20071585682075,233305.92000000025,22201.40458308929,1.0,240.4915000000004,179
0,1,random_walk,414,108.82351906525413,6,210320.73209987822,292.1121279164975,230623.20000000036,20302.467900122145,1.0,219.9335000000003,176
2,1,random_walk,401,109.19705226210431,6,210068.18805144177,291.7613722936691,230072.4000000005,20004.211948558717,1.0,251.74350000000044,175
2,1,random_walk,634,109.26862151497694,6,209848.22910498088,291.45587375691787,231789.60000000033,21941.370895019452,1.0,240.05250000000055,177
0,1,random_walk,148,109.12339363136644,6,209824.05276881292,291.42229551224017,228906.00000000038,19081.947231187452,1.0,230.2810000000003,174
0,1,random_walk,218,109.22807810233157,6,209489.08596005721,290.9570638334128,231379.19999999995,21890.114039942753,1.0,231.90450000000072,176
2,1,random_walk,686,108.97323585418343,6,209284.60850301493,290.6730673652985,230007.60000000027,20722.991496985353,1.0,232.15950000000052,176
1,1,random_walk,220,110.02208041828483,6,209243.79471605978,290.616381550083,230089.6800000005,20845.885283940705,1.0,236.86149999999998,176
2,1,random_walk,199,108.9512422255902,6,208978.0727147247,290.2473232148954,228836.88000000032,19858.80728527562,1.0,259.64700000000045,175
2,1,random_walk,565,109.2127867321135,6,208960.7208563485,290.22322341159514,229711.68000000005,20750.95914365155,1.0,224.90600000000066,175
2,1,random_walk,637,109.1677022705107,6,208947.86533631926,290.20536852266565,231340.32000000039,22392.454663681143,1.0,215.5705000000006,177
1,1,random_walk,421,109.58714622856317,6,208443.98714563716,289.50553770227384,229763.52000000034,21319.532854363162,1.0,265.13400000000024,175
1,1,random_walk,211,109.63877958708736,6,207428.44306062366,288.0950598064218,228264.48000000033,20836.03693937667,1.0,230.24100000000027,174
1,1,random_walk,217,108.72631729397314,6,207274.39738154763,287.88110747437173,227558.16000000006,20283.76261845243,1.0,265.9335000000006,172
2,1,random_walk,418,109.06590623619768,6,206635.98992938857,286.9944304574841,226041.84000000008,19405.8500706115,1.0,217.5130000000003,172
1,1,random_walk,420,109.95254681462552,6,206059.052782151,286.19312886409864,226912.32000000027,20853.267217849272,1.0,236.9640000000004,172
0,1,random_walk,401,108.87158252697603,6,204481.24732913234,284.00173240157267,224192.8800000004,19711.63267086807,1.0,241.0810000000004,170
0,1,random_walk,148,109.19147437850897,6,203926.3830268261,283.2310875372585,222838.56000000026,18912.17697317414,1.0,252.65200000000047,168
2,1,random_walk,221,109.23765145663704,6,203849.42580933668,283.1242025129676,224197.20000000007,20347.77419066339,1.0,237.8110000000004,169
0,1,random_walk,148,109.78233883840514,6,203338.58171052212,282.41469682016964,224581.68000000023,21243.098289478097,1.0,231.08350000000016,170
1,1,random_walk,200,108.59412619237496,6,203005.23793478435,281.95171935386713,222361.20000000033,19355.962065215983,1.0,200.84500000000057,168
0,1,random_walk,686,109.10035505128118,6,201759.63115285162,280.2217099345161,220587.84000000055,18828.208847148926,1.0,249.91450000000017,166
2,5,random_walk,328,109.10188027053289,6,200986.1452265856,279.1474239258133,220505.7600000001,19519.614773414512,1.0,237.53050000000002,90
1,1,random_walk,206,108.88833626332176,6,200293.34829392337,278.18520596378244,219250.80000000025,18957.45170607689,1.0,257.3905000000003,165
1,1,random_walk,421,108.55133244023651,6,198694.6371424083,275.9647738089004,218706.48000000027,20011.842857591968,1.0,256.3530000000003,164
0,6,random_walk,149,108.70822006904922,6,197446.80254955115,274.23167020770995,223311.60000000003,25864.79745044887,1.0,247.03750000000264,140
1,1,random_walk,206,109.40816176805343,6,197018.23317356652,273.63643496328683,215738.6400000002,18720.40682643367,1.0,249.64250000000033,161
